complaint_text,category,priority
"FOUR times they had to send ""technicians"" (I use that word loosely) to set up service. THREE weeks to get the service that is being paid for. Four hours of MY TIME calling these yahoos to get this fixed. I had Comcast once before 14 years ago and they were useless then. I guess they haven't improved!",Delivery,High
"I'm a long time Comcast customer and have had many and repeated problems with them.  My patience has finally ran out.   A few weeks ago I moved to a new address with my brother. I cancelled my old Comcast account and joined his. We decided to expand our cable package and add a second TV.   We called Comcast and explained what we wanted to do. They said we would need two new cable boxes and that they would send them by mail and we could install them ourselves with help over the phone.  The boxes dully arrived.  We installed one. The second, for the new location, did not work. We called Comcast. Now we were told something completely different: that that location had never had cable hooked up before and therefore a technician would need to come out and make the necessary connections.  Needless to say, no one mentioned this when we first ordered the extended service and Comcast could offer no explanation why.  We managed to get an appointment for about two weeks later. A duly tech. arrived",Delivery,High
"I took the day off to have Comcast do an installation. They offered a great deal for $99. I have been a DirecTV consumer for several years. They have great service, but their billing is not customer-friendly. I waited all morning for Comcast to show and called customer service at 10am; my appointment was between 8am-10am. First, I was told to be patient; they will be there. I waited another hour, and called the local office, only to find out they did not show an appointment for me. I told them to cancel, and I did not appreciate that they cost me money and wasted my time. A few days later, I got a call from Comcast to see how my service was. I thought it was a joke, and I explain the no show. After a few weeks, I called again and was convinced that this was not their normal service; once again, I agreed. It was to be installed today, which I once again took the day off for. The technician showed up, minus part of the equipment. He wanted to go ahead and install, but I said no; that par",Delivery,High
"The Comcast technician came out to my home on 1/19/10 to bury the cable that was exposed.  While doing so, they cut my phone line.  I advised the technician that they cut the line before they left and told me I had to call Comcast.  They set an appointment to the technicians to return today, 1/20/10, between 11am and 2pm.  No one showed up, no one called and when I contacted them again today, I got the run around including that I had to contact the local Comcast office at 404-266-2278 at 3620 Campcreek Pkwy Atlanta, GA.  It took four people to tell me that and when I did, they just said that people will come out until 8pm.  It gets dark at 6pm--more running around.",Delivery,High
"Comcast is an incompetent and dishonest company. They claim that I owe them $414 for residential service at three addresses in Springfield, MA in 2010. They have sent it to collections as I refuse to pay.  I have lived in Enfield, CT for the last 20+ years. I have never lived in Springfield, own no property there and have no friends or family there either.When I spoke to an agent on the phone, she claimed that it was impossible that they had made a mistake and that it was my responsibility to pay because my SSN was on that account. In the unlikely event that someone actually used my SSN, I filed a police report with the Springfield Police Department and gave the report number to Comcast on July 21st. Since then, I have heard nothing from Comcast. However, today I got another demanding letter from the collection agency in Texas.",Delivery,High
"Lost phone service on sunday call trouble desk. the rep said some one would be out monday 080408 between 9am - 11am no one call to say i will be there so i place another call later that afternoon and the rep said someone is on the way. no show up, i place a third call only to told that someone would be out here on 080608 between 9am - 11am. this is worng  we lost a hole day waiting for someone to fix the problem, all the errands that were to done were put hold now rescheduled for another date. just give me your money and be quiet",Delivery,High
"I have had ongoing trouble with the phone service/internet/cable service. Technicians don't show up when they are supposed to. I get extremely long wait times when trying to get a manager to handle problems, which has been ongoing for months now. Technicians are telling me that the field equipment is old, and needs to be replaced, but every time a tech comes out, the parts are still old. They won't fix the hardware problems in the field.",Delivery,High
"My roommate and I moved to a new apartment complex on September 19. We were told that the only options for cable/Internet were Comcast or AT&T, since the complex doesn't allow visible gear from the outside, so that ruled out Dish and DirecTV. We decided to go with Comcast because I had always used them in previous residences and never had an issue. She set up the account under her name and selected to self-install because we didn't want to deal with technicians, and heard it was easy to do ourselves. Both the router and the cable box they sent us didn't work. We were told we couldn't take them to the office and return them and that someone would have to come install them, so we made an appointment for the following Monday. That was one week without Internet, and I was already cranky. I asked to switch the appointment to that Friday night from 5-7 because I had work I needed to do over the weekend that required Internet service. They didn't show up. I called and was told that my appoint",Delivery,High
"I have been with Comcast for many years. I had a problem with a set-top box and tech support told me to swap it at their office. Not only was I given a non-functional device that I had to swap during a second visit, they told me my rate was going up more than $50 for the same services I have had for years. They told me that the rate I had been paying for years was incorrect and I would be required to pay at least $50 more per month. They have lied many times in the past and I think they are lying now. I continue to pay the old rate ($174.35) but I am afraid of retribution. Giants can be mean and vindictive. What can I do? Thank you. Although the services provided by Comcast are fine, their pricing is not competitive and I will be forced to reconfigure everything (at my expense) if they do not honor their earlier commitment.",Delivery,High
"I have moved and had no choice but to take Comcast for my TV services. I would rather choose Direct, but my leasing company would not accommodate my use of the roof for the antenna. I had an initial setup date of 6-17. I received a call on the 13th that my appointment was for the 15. I took the day off and to no avail. Surprise, no one showed up. On the 17th at 6 pm, I had two boxed installed. On the 17th at 9pm, the second box stops working. So I called tech support who could not understand what the issue was. Of course, they gave me another appointment for a time that I would not be able to be home (12 pm to 2 pm). I waited all day on the 18th for someone to come; no one showed. No call either. Today the 19th, I called to schedule someone to come out to the house. They stated that someone showed up on the 18th and there was no answer. That’s not true. We were waiting. Now, I have to drive the non-working box to the nearest Comcast site to exchange the box. Hopefully, a new box will w",Delivery,High
"I am a snowbird. I called on Monday, March 3, to report that the cable box doesn't respond and that I would like a service technician to come and replace it. I was informed a technician would come between 1-3pm on Tuesday, March 4. At 4pm that day, I called so many times I can't remember, and was told that I was mistaken about the appointment time. It was rescheduled for Wednesday, March 5 between 1-3pm. I decided to drive to the Lake Worth location and replace the box myself. They were very nice at that location. I replaced the box myself, called the number provided, 1-855-OK-BEGIN. Went through an automated sequence, but the cable box didn't respond. But, at least the BYPASS light was illuminated (the box I returned was totally dead). I was told it would take 45 minutes (by the automation) for the system to load the information. I was also told that my service call was open and that the expected time of arrival by the technician is between 2:50-3:10PM. Needless to say, as I type this",Delivery,High
"I moved in my house August 1st. I had a scheduled appointment for service in my home for 1 or 2 days after my move in date. Appointment was for 3pm. My fiancee got home at 3:10pm and the Comcast tech was sitting outside in his truck. So my fiancee walks over and asked him if he was here for my home and he just shook his head, said no and pulled the window up in her face. So she called Comcast and asked if anyone was coming over to put service in the house that day. They said yeah the tech was there but nobody was home and my fiancee told Comcast that there's a Comcast tech outside and he said he wasn't here for the house so she said oh yeah. He put his paperwork through that nobody was home and then said but regardless of what he should've still provided service if he knew that you hit home. But anyways we got scheduled another day that was like 4 day later. A different tech came out and service home. He did whatever it is he had to do. So he was getting ready to hook the TV on with th",Delivery,High
"The turned off our cable, saying that the account is in abuse status. They wouldn't give a reason or send out a technician. They give us a number to a voice mailbox which is full and we can't do anything to get our service on. The cable is on the floor in accross the front door and people are tripping on it.",Delivery,High
Comcast has failed to deliver - It is 8:15 pm on a Saturday night - They were to be here between 4-6 - the appointment was to rectify the screw up that had occured in 3 previous visits - the first technician that visited tonight had apparently been drinking and left - the 2nd technician who arrived hours after the promised time is trying but clearly is limited I have spent over 24 hours of my time trying to get this resolved- have taken 3 days off work,Delivery,High
"This company is a joke! I LOVE cable tv and there are no other companies in the area that offer cable tv. Against my better judgement I signed up for comcast. I knew they were a horrible company to work with but I just really wanted cable. Previously my parents had problems with Comcast and when a technician came out to fix the problem he also stole sunglasses and money.I started having problems with my internet about 4 weeks ago. I hesitated to call for help because I knew it was going to be painful....and boy was I right. I was put on hold for 20 minutes, when tech support couldn't help fix my problem (by restarting my router) they transferred me to another dept, another 20 min on hold. When I explained AGAIN my problem to the new department they tried to transfer me back to tech support. WOW! I made an appointment for a tech to come visit me- had to take a vacation day from work because it was a 4 hour window. Technician did not show up, and did not call. Again, I didn't realize a c",Delivery,High
"They just don't care, even though they are all over the news for bad customer service - this company does not care. I am a new customer and I am already thinking of moving to a different service provider. When I set up my service they promised one thing. When I get the email confirmation it’s different and when the technician is here to install it’s a whole different story. I had to call them 6 times to reach the correct department. They just keep transferring me all over the place and the customer service reps are so rude. The next time I call them is to cancel my service and it is pretty soon.",Delivery,High
"Due to the storm on October 29th, we lost internet, cable, and TV service from Comcast.  A call was made immediately, and information given that there were two separate places where cable lines were down.  One line was on our property, and the other was a feeder line from the opposite side of the street to our property.  A few days later Comcast showed up, to fix the line on the property close to the house. The technician stated that he was not equipped to fix the line on the street, and that we needed a bucket truck with a street crew.  He noted on his form which I signed noting that there was an additional problem needing to be  fixed on the street. A call was made to Comcast to follow up, we were told that ""yes, there are two separate orders"", one for the house, and one for the street. Subsequently, we have had two additional trucks show up over the past two weeks, neither one was the correct truck to fix the problem.  Both were just like the first. The last truck driver/technician ",Delivery,High
"Our WiFi had stopped working in our apartment, so we made an appointment for someone to come and fix it. It said they'd be here from 3-5 and they ended up showing up at around 630. He said that the apartment needed to be rewired, and that he'd have to get someone else to come and fix it. So he made an appointment for me right there. The soonest available appointment was about a week later on a Thursday from 1-3. My boyfriend took off work to be home that day to let the guy in. However, no one showed up. He looked on the website and the app, and it said no appointment was scheduled. So he called Comcast and they said the guy came and had to come back the next day to finish. This was kind of odd because no one ever came to our apartment. And they never called us to tell us they were coming either like they're supposed to. So Friday, the next day, someone was supposed to come back and finish it. Well no one ever showed up. We called Comcast again, which is really annoying because every ti",Delivery,High
"I have been a customer of Comcast for over 10 years. This company is a monopoly. They don't care about you as a person. Every time I need something done, it takes hours of arguing over the phone and talking to several supervisors. Even then you won't have service for over a week. You will be lied to. I had a supervisor tell me that he set an earlier appointment because THEY were in error. When they didn't show, I called back (this makes for the 10th person I talked to) just to find out that there was NO appointment.It's been this way for the 10+ yrs I have dealt with them. The tech support has no idea what they are talking about. They read from a script and have to follow a certain agenda. I understand that most people are completely clueless of how cable and/or broadband internet works, but when a person calls in and knows what they are talking about, the employee needs to change tactics. Listen to the customer, it would just make the whole process so much easier and it would save Com",Delivery,High
"My elderly parents (in their 90's) wanted to switch to Comcast because of service issues with their current provider. When Comcast was scheduled to come out, they had their existing provider service cancelled. Comcast was unable to complete the install. They set up 3 more appointments, each time stating they could not complete the install because there were no lines (I would think they would catch on and have the lines installed by the third time).Due to the severe nature of my parents being without a land line, I called the corporate office. Extremely tough to talk with a live person. Even though the corporate office then scheduled a service call for the install, they arrived at the wrong house, telling me my parents were not home (they described the house and I had to tell them they were at the wrong house), they went back to the correct house and again stated that there were no phone lines!!! In summary my parents who desperately need a land line have been without one for over 3 wee",Delivery,High
"Lousy would be insult to the word lousy. They are ** of the Earth. I can't believe this company is still in business. I have a house in Florida and decided to get triple services as we were going to be there for one week on vacation. I live in NJ and have Cablevision and compared to Comcast, they are an angel. I made an appointment from NJ to get phone and internet installed and decided to get one HD box. The technician came without HD box, so I called Comcast and every time different people came on the phone and gave different information about services and rates and nobody would confirm the appointment. Comcast would just say, 'We don't have any record'. Finally, the technician did come on Saturday. I can't wait to get Verizon FiOS or any other cable company in Florida in my area. What is wrong with Comcast? First, the company gets work thru contractors and contractors have sub-contractors.One hand doesn't know what other hand is doing and we, customers suffer. I would like to write ",Delivery,High
"First, a little personal information. I am disabled and on a fixed income. I can't afford cable TV and need Internet to keep in touch with the outside world -- this isn't a luxury item for me. I signed up with Comcast Xfinity online, bought a modem, and scheduled an installation for Monday, April 4, 2016. I get a reminder call about the appointment and the technician showed up on time -- things are looking promising. After looking around the tech discovers that there isn't actually any wiring to my unit -- something Comcast was already aware of, I found out later. He tells me that someone will have to come dig a trench and run a line from the nearby box. He also says that it shouldn't take long, and his supervisor says to call Comcast if I haven't heard from them in 3-4 days. When I don't hear anything I use Comcast's online chat function on 4/7/2016 only to find out that nothing has been done and there are no notes in my file as to what needs to be done. The first rep is clueless but ",Delivery,High
"Had Dish Network for 15 years and had to switch to Comcast for tv. Horrible customer service, the lack of communication with the sales dept to the service technicians is ridiculous and non existent. Took two weeks to even get two tvs working, now they sent out a technician to do our remaining 5 tv's and he knew nothing about what we needed done. Worst experience ever.",Delivery,High
"My phone service has been out since April 13 and my wireless is not working. I called on the evening of April 16 and the rep tried to send signals and it didn't work so he said we needed a service call and asked if Tuesday would work - I said no. He said, “How about Wednesday?” I said yes, and he said “Between 8-10am?” I said, “Perfect. I take my child to school and will be home by 8:15.” He never gave me a date so of course I thought it's today - but no, it's next Wednesday, the 25th.I would have never agreed to wait a week and a day for the service call. So I have stayed home waiting for 2 hours this morning for nothing! Do the reps need to make sure and triple check with the customers on the date and time? Now I'm on a waitlist. I have to wait and hope a technician either gets a cancellation or gets some extra time, and will call me to see if it's a good time to come by. If not, I have to wait a week. I am not happy about this situation at all!",Delivery,High
"Company abused my time by trying to sell a product that was not actually available in the area.  The rep went through the whole sales pitch about what products WERE available, signed me up for cable and internet, and then the rep really pushed Blockbuster Total Access service down my throat, despite the fact I told him six times I already have the service. When he patches me through to the installation department, I get a gruff individual informing me their systems were down, and to call back in 30 minutes  not very comforting!  Naturally, the installation dept number I was given by the sales rep did NOT get me back to the installation dept.  Then, after another 20 minutes on the phone, I am notified that none of the services are available after all, and now I have to deal with cancelling the new blockbuster account that I never needed in the first place.   I cannot believe how absolutely terrible customer service has become.  Reps are not educated on how to use their systems, or how t",Delivery,High
"Never got a fully installed service. Tried to contact for business service as I work from home. Made no less than 10 calls to sales and others at Comcast. Kept getting told they were calling back and emailing us and never did. Then they finally scheduled install upon threat of our canceling the service, but never showed up. A quick, no communication inspection apparently put install on hold and Comcast didn't feel that warranted a call. I called finally and found out. If this is representative of customer service, no thank you. Canceled the install, and won't be using them. Doesn't matter what download speeds they say they guarantee, if you can't get any service. I guess the competitors will have an easy time satisfying me, even if they can't guarantee the speed.",Delivery,High
"We have the package that includes the cable, internet and phone.  We have been having problems for months and have called comcast several times.  About 3-4 months ago, the picture on cable started fading in and out. We Comcast and the technician told us the wiring had nicks in it and needed to be redone, but he couldn't do it. We needed to call and schedule for another technician to come do that. The second time we waited and no one showed up, and the no one could get in touch with the technician scheduled to come. So a third appointment was made. This time two technicians showed up an hour late, but they at least fix the problem...temporarily. The picture still fades in and out, and I just realized that when the cable acts up so does the phone. I can be on the phone talking and suddenly the person on the other end cannot hear me for about 30 seconds, then it clears up. I called last Friday to complain and fortunately, the phone would loose connection while I was talking to Comcast. He",Delivery,High
"In late September '08, I called Comcast to request service in my new home.  I went with Comcast because it allowed me to keep my (at the time) home phone number.  I have a field-based office, so it was convenient to keep that number.  Waited 10 days.  They came out 10/6/08 and said they were stuck because they didn't know where the cable's underground conduit hooked to one of the hubs in the street.  He called out his supervisor.  No resolution.  On 10/10/08, another guy comes out (Binh) and turns out, same issue.    Supposedly, on 10/11, they were to send out the construction crew to figure out the underground conduit connection and I would get service shortly after that.  10/11, I saw no one come to my house.  I call Comcast and they say the construction crew has up to 10 days to get this work done!  This is 20 days added to the original request!  I place several phone calls and never got any resolution.  Couldn't even get a dispatch number to call the local area to tell them.  I gav",Delivery,High
"Telephoned Comcast to order service on April 16, 2013. Informed Comcast that my move in date was May 1, 2013. A deposit was required and made to obtain a Bundle service. On May 4, 2013 received a bill asking for payment for one month. Telephoned Comcast and informed them that I had just moved in on May 1, 2013. Comcast informed me that statements commence on the date of order even though services are not provided. On May 1, 2013 a service representative came to my home to install services. While ordering phone, TV, and Internet, the installer only installed TV. Was informed that he had another appointment and had to leave. Leaving me high and dry.While the installer was at my home he broke a $300.00 figurine that was fifteen years old. Telephoned Comcast to advise of damage. A Comcast representative told me that a report would be written and the matter would be closed in three to five days. After three weeks, telephoned Comcast to ask for update on damage issue. At that time, the rep i",Delivery,High
"I joined Comcast because they said they supported Tivo, so I bought a Tivo HD; when Comcast came to install their cards the cards would not work. Now Comcast is telling me they never supported Tivo. My response to them was if that's true why were their techs. at my house trying to install the cards. They won't let me speak to anyone in authority nor will a supervisor return my calls. Yet they are screaming about my unpaid bill.",Delivery,High
"You have the absolute worst customer service. After having trouble in the past I was wary of the service call I had scheduled today and called to verify all was set. Yep, I was told they would be here. After the tech didn't show up during my scheduled time I called again and lo and behold my appt was changed a few days ago to another day and I wasn't notified. Why are you so disorganized that not only you can't keep an appt I made, but that no one notified me and why couldn't the representative that I spoke to today able to save me from further pointless waiting by telling me my appt was rescheduled without my knowledge. As I said, I have had problems with customer service in the past and am disgusted by Comcast, the supervisor Christopher who I waited forever to speak to, was of no help. Hearing sorry doesn't give me my day back or help me have a TV for my party. I plan cancel Comcast as soon as I look into my other options.",Delivery,High
"why am i getting so much spam, since comcast installed a new format for getting e-mail. its useless for me to call them, as they just give you the run-around.    thank you for listening",Delivery,High
"Our family are comcast customers for years. During this past week comcast customer sevice has demonstrated absolutely the worst service I have ever received. Three days ago I scheduled an appointment,to install a cable for highspeed internet I ordered waited 4 hours and called comcast ten times for service! Noone ever showed or called to let us know anything I decided to schedule another appointment to install the cable for high speed internet. This time the appointment was scheduled for Saturday between 2pm and 5 pm Once again noone called or showed. WE HAD to call over and over to finally get any lame excuse why someone was not here 7 hrs later. Finally a  technician shows up at 9:30 p.m to inform us the work would take 2 hrs to complete and wouldnt do it then it was too dark. So, therefore,on Sunday comcast ordered an appointment at 8 am till 10:00 am. After getting up early and waiting again and  several calls today noone has called back or showed up. In fact they left last night w",Delivery,High
"On Saturday 4, 2014 I had an appointment with Comcast cable and internet to get my old service install in my new house. The appointment was scheduled for 5-7 pm. The technician arrived at 6:35 and decide that was too much work for him and called probably fake supervisor who authorize him to come next day, Sunday 5 between 8-10 am. At 9:35 am Sunday I called to ask about my service and after a long time waiting for someone to pick up the phone they told me that there was no service requested for me. I told the lady on the phone what had happened the day before and she said that she was going to do something to help me. After multiple call disconnections and all possible excuses and attitudes at (8 something already pm) I spoke to another supervisor and told me that they had no solution for my problem and the department was already closed and there was nothing he could do for me.Today, Monday 6 - I am still without service and have not hope to get a better service. I feel frustrated, dis",Delivery,High
"Comcast provides the worst customer service of any company that I have ever dealt with. We have made four service appointments and they have missed each one, a couple after confirming that their representative was on the way. Follow-up with customer service is useless. I was told twice that a supervisor would call back within two hours and several days later, I have still not heard from them. It is time to make Comcast divest of their monopoly or make them pay substantial penalties for the poor service.",Delivery,High
"Yesterday, 13 January 2015, I had new TV service installed by my local cable company (Comcast). I had been warned previously by a local that they (Comcast) are ""very bad,"" but they possess a local monopoly, and residents here are stuck with them. It is this awful service or nothing, because there is no competition allowed here, apparently. First of all, the company did not produce a proper (usable by the installer) job number, which they require for the new installation to take place. The men were here for over an hour trying to do something that could have been completed in 15 minutes, all because they did not have the job number the company requires for its installers. Secondly, I tried to call about a very important issue: the cable box was not HD. What???? The installer told me the picture was poor on my new HDTV because the box was merely a digital box, not an HD box. Does this actually mean that Comcast expects people to specify (in 2015!!!!) that theirs is an HDTV and it require",Delivery,High
"We just moved into our new house and are trying to get a fence put in but have not been able to do so due to Comcast's cable lines running through our backyard. The wires are all exposed and pose a hazard to my family and pets. There is only one line running to our house. The other 10-15 lines are from other surrounding homes and business lines that are not ours. I have been trying to get in contact with Comcast for over a month now to get what is called a ""down barrier"". I have called over 6 times and put in multiple ""priority tickets"", and even had the Comcast technician who installed our new equipment call. I have been told numerous times that I would receive a callback in 24 hours, 48 hours, that someone would be out in 72 hours and NO ONE has ever called back or showed up.One employee actually forged our signature and signed off and saying that the ticket had been taken care of which is why our first two tickets were honored. I have given them over a month's notice to try to get t",Delivery,High
"I don't have room for the detailed summary (it's 4 pages single spaced). We've been without cable for almost a month - multiple technicians and phone calls each telling us they promised to resolve our issue (1st technician never showed up despite us waiting for 2 hours then being told he'd be there within another hour). Total amount of OUR time spent (I started keeping track AFTER first missed appt) so this is on the low end: 17.5 hours waiting or at home with technicians and over 7.5 hours on the phone (calculated based upon cell phone records). This doesn't include multiple calls from my husband.Ultimately, they discovered the box they gave us was the problem. 20 minute install of new box, WOW it works now. Oh, and by the way - couldn't get any kind of response until we filed FCC Complaint. While that initially got corporate's attention - but even they didn't call back when they promised (and of course, they don't give YOU a number - heaven forbid you actually have the ability to cal",Delivery,High
"I moved into a new apartment and was transferring my service from the old place to the new place. I scheduled it for a Sunday because I was having surgery the very next day (reconstruction due to breast cancer) and would be recuperating in bed. I waiting in my new empty apartment for the tech to arrive between 10am and noon. My husband called me and said, ""Let the cable guy in. He has been pounding in the door for 10 minutes."" I proceeded to walk around my entire building... No cable guy here. My husband then asks for the address he is at and he is down the street at the wrong address.Ok...mistakes happen no biggy... The tech shows up... walks into my living room and informs me he can't install my cable because dispatch cancelled the appointment because it was the wrong address. The tech gives me his id #; and makes ME call to reschedule. He informs me that he is now obviously free so they can send him right back out. 8 hours sitting in an empty apartment and 2 additional calls to cust",Delivery,High
"Comcast supplies our internet and cable television services. Our internet failed last night and we were promised they would arrive first thing this morning to fix it. When I called to confirm our appointment, they told me the tech would arrive in 45 minutes. It is now the evening and we have yet to see or hear from any technicians. I have been on the phone with Comcast all day, seriously, every 30 minutes I have called them and spoken with different people each time. They have assured me that Dispatch would be contacting me, but they didn't. They have assured me they have escalated my ticket. Unlikely. Each and every time we have called for service with Comcast, not just today, the technicians have cancelled our tickets claiming they arrived at my home and received no answer. I have been home each and every time there has been an appointment. We are in a situation where we cannot change cable/internet companies because Time Warner sold out to Comcast in our area. If we switch we will b",Delivery,High
"Since getting cable for my new HD TV about 12 months ago, I have called at least 10 times for service persons to fix the problem of the picture and the sound cutting in and out and freezing. After 10 service calls by lead technicians, the problem still exists. The last service technician was just here yesterday (4-11-09). At $140 a month, I don't think I should be subjected to this shoddy service and waste of my time on the telephone with Comcast and waiting for Comcast to come to my home. Please get this problem straight or please contact an executive to get this problem taken care of. The economic damage is my payment of $140 a month times 12. The physical damage is all the headaches and stress for waiting on the phone for Comcast and waiting for someone to attempt to repair the problem.",Delivery,High
"I called to have an HD box installed in the bedroom, when the technician arrived looking like a gangster he had no idea why he was there. The tech had no idea how to hook it up. He called customer service and they could not help him. In the mean time all my T.V's went off and no one knew why they went out or how to get them working again. I had to schedule another appointment which was was 4 days later. I have a bulk where I live so I have no choice for my cable provider. Comcast started charging for service calls for bulk customers with the understanding that if it was a problem with the equiptment the customer would not be charged, that is a joke because they will always say the equiptment was fineit was the customers TV. ",Delivery,High
"Comcast has made several appointments to come bury the cable in my yard since October. No one has shown. I have made several calls. They have put in several escalation tickets, yet no one has come out. It is a safety hazard to have this long orange cable across my driveway and walkway. People have tripped over this line. I have made it very clear that it is a safety hazard. They keep promising, not showing, making appointments, and multiple escalation tickets. How many more escalations tickets can they enter? How many more appointments are they going to make? When are they going to show. As a customer I am expected to pay my bill. As a customer, I expect to get service.",Delivery,High
"I have been a customer for more than 5 years. I recently transferred my services to a different address and asked Comcast to send a tech in to install some wiring due to the fact that the current cable wires are not enough and do not reach my boxes for cable or internet. Comcast scheduled someone to come in a week after I called to make that transfer. No one showed up, no one called and of course Comcast has no way of contacting anyone that can do anything about it. All they do is elevate it to dispatch and they will call back... or so the say. I'm still waiting for that call. After many failed attempts I had to set another appointment 5 days after. The person showed up but according to them, they were there to fix internet troubles, not to do any kind of installation and they could not change the order because it was Sunday and could not contact the company. The person that came was very rude and hostile. Immediately I called Comcast and filed a complaint about the tech and about the ",Delivery,High
"Let me first say that I left Comcast 3 years ago because their customer service was so poor. But, with internet and satellite from two different providers, the allure of faster internet and lower cost (locked in for 2 years) was quite alluring. They also had a 30 day guarantee which made this seem too good not to try. I went to the local Xfinity store to set up an installation. At the time, I made it clear to the sales person that I would not be porting my phone number off of AT&T until I was sure that all other services were working well. They said this was no problem and I was set for installation on the next Sunday.On the Friday the installation, I came home to three messages on my answering machine. The first from an automated system saying there was a problem with the install and I needed to call ASAP. The second from a frantic sounding CSR saying I needed to call Comcast immediately and the third from an automated system telling me that the install was cancelled. All three calls ",Delivery,High
"I have made over 21 phone calls, had 4 technicians to my home, one did not even turn on the TV. All of this since Christmas 2015. All 4 of my TVs are out again and I explained my job requires me to be out of my home for 3 days. The customer service rep insisted that she put something down and a supervisor would call me within 30 minutes. Well 13 hours passed and yes you guessed it - no supervisor ever called. So I called the next morning. They assigned me an Escalated service ticket to rush my needs. Well Another 12 hours and no response SO I called again this service rep called Shaki said she spoke to her supervisor and she ""promised"" and I quote ""Promised"" to call me back within the hour to give me some time. The service men will arrive at my home. Well you guessed it - 2 and 1/2 hours later no return call and now they are closed. So I am already speaking to their competition company and they seem very eager to help me. I would not recommend Comcast to my worst enemy.",Delivery,High
"I ordered new internet service with Xfinity Comcast. First of all, the price for the service I picked on their website was $44.99 plus $34.99 for installation. A few hours later,  I received confirmation email with a different price for the service - $54.99 and installation $34.99 Plus they set up an appointment for installer to come, it was 2 hour window between 10 am - noon on Feb 19. I called them to ask about the prices. They said it was a mistake and they corrected the price. Got second confirmation email. They kept the appointment for the same time. I do have copies of those emails. According to their customer policy, if installer comes late, after 2 hour window, they credit my account $25. That day installers came at 12.45 pm, 45 minutes late. At 12.15 pm I called them to find out if the installer is coming. They answered yes, and confirmed that they will give me $25 credit. That day they did not install the service, saying that their cable outside was too low and another line t",Delivery,High
"My problems are big and should not be overlooked! My first issue occurred when a technician was scheduled to come out and do an installation on Feb 16, 2010 from 8-11 am. The guy shows up at 5 pm and said he could not do the installation due to how much snow was on the ground. So after that, my husband & I went outside and shoveled the snow from around the pole all the way to house. After that, there should have been no excuses! After that, 1 day later, my menu screen goes out, and my phone as well! I called back to place an order for the Stars package and I told the agent on the phone my issues. She walks me through how to reset the phone line (but that did not work) then she tries to send a signal to the box (and that does not work). So she re-schedules a Technician to come out again for Friday, the 26th, from 2-5pm. After 5 pm comes and goes, on the 27th I called at 5 pm & 7pm and 2 agents told me that someone was still coming, they're just running late! (No one ever came).I still h",Delivery,High
"I have had so many problems with Comcast, it has pretty much been a joke.  But..I have always felt when dealing with them, they were TRYING to remedy the situation until now. A few weeks ago I attempted to record a program with my HD DVR from Comcast. It appeared like it was setup, but when I went to watch the program, I got a message that said this service was disabled.  I called Comcast, spent about an hour and a half on the phone with a very nice customer service rep, who said I basically did not have the DVR service.  I am a NEW customer as of this January 08 and I HAVE USED the DVR service several times to record programming that I would watch at a later date..so I DID HAVE the service. He finally transferred me to a manager who agreed that for some reason it had been disabled.  She confirmed that it WAS part of the Triple Play Package that I originally purchased and YES I should have it.  Said she was transferring me and when I was prompted for the retention department to choose ",Delivery,High
"I have internet browsing issues now for over 2 weeks and when they scheduled a tech to come to my home he never showed up. This makes the second no show. Good customer service, right? This company sucks.",Delivery,High
"I did not receive notification that service was changing to digital in Indianapolis. I have not had any cable service for two weeks. I ordered the boxes and was told that they were easy to install. We spent an entire weekend trying to make these digital boxes work for our televisions. We had to visit the local store. We had to have a filter removed that Comcast had evidently placed on an outside line years ago. We made eight calls to Comcast on the telephone tree waiting endlessly and being transferred. One call was 86 minutes and 57 seconds on hold! We still do not have cable service.We were promised an 'emergency visit' yesterday and no one called or came to the house. We had to have someone waiting for that visit all day and no one even called to say that Comcast was not coming. Today, we had a scheduled visit at 3-5pm. It is now 4:45 and no one is here. I am so frustrated at this incredibly poor customer service. I feel like little David going up a giant, Comcast the corporate gian",Delivery,High
Sadly Comcast has some of the worst customer service I've experienced. The technician that come to the house did not have the correct information to complete our installation and was frighteningly unknowledgeable of his job. I would recommend going elsewhere if possible for service if at all possible.,Delivery,High
"XFINITY customer service center, thank you for surpassing my expectations today. I had arranged for new 75 mbps Blast! service to be installed today to replace my 18 mbps U-verse Internet (btw 12 mbps taken up by U-verse TV) between 10am and 12 noon, and appreciated the email and calls confirming the time. I was able to rearrange my phone calls and appointments, and put the dog in the crate. Thank you Comcast for respecting my time, the only resource I cannot get back.At 11:53, no one had called or shown up, so as a proactive customer service center you had me call into your 800 number, which asked if I was calling about my installation, and then proceeded to inform me that you were unsure when a technician would arrive, and transferred me to Shandra in customer service. Shandra told me my tech was on the way. In fact, Shandra was so good, that Shy (escapee from Inside Out - and yes that is her name) from the Sacramento OC Dispatcher team called at 12:05 to inform me my tech was runnin",Delivery,High
"For several months, our cable tv service has been marred by very bad interference in the reception, where the picture and often the sound will freeze. This occurs intermittenly, with no discernable pattern, but it occurs on a daily basis, and often it is so bad that it renders the tv virtually unwatchable. Attempts to have this problem fixed have not been met. One technician claimed this was a normal thing, which is simply not true as it only began happening a few months ago. In other cases they claimed to not know what could be causing it.",Delivery,High
